225	0	https://publications.parliament.uk/pa/ld200102/ldjudgmt/jd021024/grobb-1.htm 	NAN	NAN	NAN	0	NAN
225	1	------------- NEW JUDGE --------------- 	NAN	NAN	NAN	0	NAN
225	2	LORD BINGHAM OF CORNHILL 	NAN	NAN	NAN	0	NAN
225	3	My Lords , 	NAN	NAN	NAN	0	NAN
225	4	1 . 	NAN	NAN	NAN	0	NAN
225	5	In November 1994 The Sun newspaper published a series of very prominent articles charging the appellant , a well-known premiership goalkeeper , with corruption . 	NAN	NAN	NAN	0	NAN
225	6	He promptly issued writs claiming damages for libel . 	NAN	NAN	NAN	0	NAN
225	7	After some delay caused by an intervening criminal prosecution of the appellant and others , these libel proceedings came before Gray J and a jury . 	NAN	NAN	NAN	0	NAN
225	8	The jury found in favour of the appellant and awarded him compensatory damages of # 85,000 . 	NAN	NAN	NAN	0	NAN
225	9	On the newspaper 's appeal against this decision the Court of Appeal -LRB- Simon Brown , Thorpe and Jonathan Parker LJJ -RRB- set it aside as perverse and entered judgment for the newspaper : -LSB- 2001 -RSB- 2 All ER 437 . 	NAN	NAN	NAN	0	NAN
225	10	At issue in this appeal to the House is the correctness of the Court of Appeal 's decision . 	NAN	NAN	NAN	0	NAN
225	11	2 . 	NAN	NAN	NAN	0	NAN
225	12	It has been common ground throughout these proceedings that the newspaper 's articles referred to the appellant and were defamatory of him . 	NAN	NAN	NAN	0	NAN
225	13	There has also , unusually , been agreement between the parties on the defamatory meaning borne by the articles complained of . 	NAN	NAN	NAN	0	NAN
225	14	This meaning , as pleaded by the appellant in his statement of claim and admitted by the newspaper in its defence , was that the appellant '' -LRB- a -RRB- having dishonestly taken bribes had fixed or attempted to fix the result of games of football in which he had played and -LRB- b -RRB- had dishonestly taken bribes with a view to fixing the result of games in which he would be playing . '' 	NAN	NAN	NAN	0	NAN
225	15	This compendious statement , on which the conduct of the proceedings by both parties has necessarily turned , expresses two linked but separate allegations . 	NAN	NAN	NAN	0	NAN
225	16	The first is that , having dishonestly taken bribes , he had actually fixed or attempted to fix -LRB- ie deliberately lost or attempted to lose -RRB- games of football in which he had -LRB- in the past -RRB- played . 	NAN	NAN	NAN	0	NAN
225	17	The second is that the appellant had dishonestly accepted bribes with a view to fixing -LRB- ie deliberately losing -RRB- games of football in which he would -LRB- in future -RRB- be playing . 	NAN	NAN	NAN	0	NAN
225	18	I shall in this opinion use the expression `` fix '' to mean `` deliberately lose '' . 	NAN	NAN	NAN	0	NAN
225	19	3 . 	NAN	NAN	NAN	0	NAN
