152	0	https://publications.parliament.uk/pa/ld200506/ldjudgmt/jd060301/haward-1.htm 	NAN	NAN	NAN	0	NAN
152	1	------------- NEW JUDGE --------------- 	NAN	NAN	NAN	0	NAN
152	2	LORD NICHOLLS OF BIRKENHEAD 	NAN	NAN	NAN	0	NAN
152	3	My Lords , 	NAN	NAN	NAN	0	NAN
152	4	1 . 	NAN	NAN	NAN	0	NAN
152	5	In this case the claimant Mr Haward invested money in a company on the advice of his accountant Mr Austreng . 	NAN	NAN	NAN	0	NAN
152	6	The company failed , and Mr Haward lost his money . 	NAN	NAN	NAN	0	NAN
152	7	The issue before the House concerns a defence of limitation . 	NAN	NAN	NAN	0	NAN
152	8	This was tried as a preliminary issue in the action . 	NAN	NAN	NAN	0	NAN
152	9	2 . 	NAN	NAN	NAN	0	NAN
152	10	Statutes of limitation seek to hold a balance between two competing interests : the interests of claimants in having maximum opportunity to pursue their legal claims , and the interests of defendants in not having to defend stale proceedings . 	NAN	NAN	NAN	0	NAN
152	11	Traditionally the limitation period for most claims is six years . 	NAN	NAN	NAN	0	NAN
152	12	This goes back to the Limitation Act 1623 . 	NAN	NAN	NAN	0	NAN
152	13	On its face this period , with extensions in cases of fraud and mistake , is a generous , perhaps over-generous , period within which to be able to start court proceedings in respect of a wrong . 	NAN	NAN	NAN	0	NAN
152	14	3 . 	NAN	NAN	NAN	0	NAN
152	15	However , with certain types of claims this six year period would be far from generous or even reasonable . 	NAN	NAN	NAN	0	NAN
152	16	The starting date for the six year limitation period is when a cause of action accrues . 	NAN	NAN	NAN	0	NAN
152	17	In claims based on negligence a cause of action accrues when real damage , as distinct from minimal damage , is suffered . 	NAN	NAN	NAN	0	NAN
152	18	This principle has been applied in limitation cases even where , at the date of accrual of the cause of action , the claimant did not know he had suffered damage . 	NAN	NAN	NAN	0	NAN
152	19	The injustices to which this harsh approach gave rise are well known . 	NAN	NAN	NAN	0	NAN
152	20	They were high-lighted in decisions of your Lordships ' House in appeals such as the pneumoconiosis case of Cartledge v E Jopling & Sons Ltd -LSB- 1963 -RSB- AC 758 and the defective chimney case of Pirelli General Cable Works Ltd v Oscar Faber & Partners -LSB- 1983 -RSB- 2 AC 1 . 	NAN	NAN	NAN	0	NAN
152	21	There claimants were held to be statute-barred before they knew or could be expected to know they had suffered damage . 	NAN	NAN	NAN	0	NAN
152	22	4 . 	NAN	NAN	NAN	0	NAN
152	23	Considerable difficulty has arisen in finding a satisfactory formula remedying this deficiency in the law . 	NAN	NAN	NAN	0	NAN
152	24	The relevant statutory provisions now current are sections 11 to 14B of the Limitation Act 1980 . 	NAN	NAN	NAN	0	NAN
152	25	Section 11 made provision for special time limits in respect of personal injuries . 	NAN	NAN	NAN	0	NAN
152	26	Sections 14A and 14B , inserted into the 1980 Act by the Latent Damage Act 1986 , made similar provision for other negligence claims . 	NAN	NAN	NAN	0	NAN
152	27	The present appeal is concerned with these latter provisions . 	NAN	NAN	NAN	0	NAN
152	28	5 . 	NAN	NAN	NAN	0	NAN
152	29	Both sets of statutory provisions sought to remedy the deficiencies in the law by providing for an extended period of limitation to run from a date later than the date when the cause of action accrued . 	NAN	NAN	NAN	0	NAN
152	30	In the case of personal injuries claims the relevant later date , stated shortly , is when the person injured first knew his injury was significant , that the injury was attributable to the act or omission alleged to constitute negligence , and the identity of the defendant : section 14 . 	NAN	NAN	NAN	0	NAN
152	31	6 . 	NAN	NAN	NAN	0	NAN
152	32	Parliament subsequently adopted a similar approach to other negligence claims . 	NAN	NAN	NAN	0	NAN
152	33	The extended three-year limitation period starts when the claimant first had both ` the knowledge required for bringing an action for damages in respect of the relevant damage ' and a right to bring the action : section 14A -LRB- 5 -RRB- . 	NAN	NAN	NAN	0	NAN
152	34	Section 14A -LRB- 6 -RRB- - -LRB- 10 -RRB- then defines what constitutes knowledge for this purpose . 	NAN	NAN	NAN	0	NAN
152	35	Essentially knowledge means knowledge of certain facts , of which two are relevant in the present case . 	NAN	NAN	NAN	0	NAN
152	36	These two facts are , first , ` the material facts about the damage in respect of which damages are claimed ' and , second , ` that the damage was attributable in whole or in part to the act or omission which is alleged to constitute negligence ' : section 14A -LRB- 6 -RRB- and -LRB- 8 -RRB- -LRB- a -RRB- . 	NAN	NAN	NAN	0	NAN
152	37	For convenience I shall henceforth confine my references to section 14A , but my observations apply equally to the corresponding provisions in section 14 . 	NAN	NAN	NAN	0	NAN
152	38	7 . 	NAN	NAN	NAN	0	NAN
152	39	By these provisions Parliament sought to identify the knowledge a claimant needs to possess before it is fair and reasonable that time should run against him . 	NAN	NAN	NAN	0	NAN
152	40	That is their purpose . 	NAN	NAN	NAN	0	NAN
152	41	This is made explicit in section 14A by its introductory description of the requisite knowledge as ` the knowledge required for bringing an action -LSB- etc -RSB- ' . 	NAN	NAN	NAN	0.1	NAN
152	42	The claimant is to have a reasonable period , set by Parliament at three years , in which to start proceedings after he has the knowledge he reasonably needs for that purpose . 	NAN	NAN	NAN	0.1	NAN
152	43	The degree of knowledge required 8 . 	NAN	NAN	NAN	0.1	NAN
152	44	Two aspects of these ` knowledge ' provisions are comparatively straightforward . 	NAN	NAN	NAN	0.1	NAN
152	45	They concern the degree of certainty required before knowledge can be said to exist , and the degree of detail required before a person can be said to have knowledge of a particular matter . 	NAN	NAN	NAN	0.1	NAN
152	46	On both these questions courts have had no difficulty in adopting interpretations which give effect to the underlying statutory purpose . 	NAN	NAN	NAN	0.1	NAN
152	47	9 . 	NAN	NAN	NAN	0.1	NAN
152	48	Thus , as to the degree of certainty required , Lord Donaldson of Lymington MR gave valuable guidance in Halford v Brookes -LSB- 1991 -RSB- 1 WLR 428 , 443 . 	NAN	NAN	NAN	0.1	NAN
152	49	He noted that knowledge does not mean knowing for certain and beyond possibility of contradiction . 	NAN	NAN	NAN	0.1	NAN
152	50	It means knowing with sufficient confidence to justify embarking on the preliminaries to the issue of a writ , such as submitting a claim to the proposed defendant , taking advice , and collecting evidence : ` suspicion , particularly if it is vague and unsupported , will indeed not be enough , but reasonable belief will normally suffice ' . 	NAN	NAN	NAN	0.1	NAN
152	51	In other words , the claimant must know enough for it to be reasonable to begin to investigate further . 	NAN	NAN	NAN	0.1	NAN
152	52	10 . 	NAN	NAN	NAN	0.1	NAN
152	53	Questions about the degree of detail required have mostly arisen in the context of the need for a claimant to know ` the damage was attributable in whole or in part to the act or omission which is alleged to constitute negligence ' : section 14A -LRB- 8 -RRB- -LRB- a -RRB- . 	NAN	NAN	NAN	0.1	NAN
152	54	Consistently with the underlying statutory purpose , Slade LJ observed in Wilkinson v Ancliff -LSB- 1986 -RSB- 1 WLR 1352 , 1365 , that it is not necessary for the claimant to have knowledge sufficient to enable his legal advisers to draft a fully and comprehensively particularised statement of claim . 	NAN	NAN	NAN	0.1	NAN
152	55	Where the complaint is that an employee was exposed to dangerous working conditions and his employer failed to take reasonable and proper steps to protect him it may well be sufficient to set time running if the claimant has ` broad knowledge ' of these matters . 	NAN	NAN	NAN	0.1	NAN
152	56	In the clinical negligence case of Hendy v Milton Keynes Health Authority -LSB- 1992 -RSB- 3 Med LR 114 , 117 , Blofeld J said a plaintiff may have sufficient knowledge if she appreciates ` in general terms ' that her problem was capable of being attributed to the operation , even where particular facts of what specifically went wrong or how or where precise error was made is not known to her . 	NAN	NAN	NAN	0.1	NAN
152	57	In proceedings arising out of the manufacture and sale of the drug Opren Purchas LJ said that what was required was knowledge of the ` essence ' of the act or omission to which the injury was attributable : Nash v Eli Lilly & Co -LSB- 1993 -RSB- 1 WLR 782 , 799 . 	NAN	NAN	NAN	0.1	NAN
152	58	In Spargo v North Essex District Health Authority -LSB- 1997 -RSB- PIQR P235 Brooke LJ referred to ' a broad knowledge of the essence ' of the relevant acts or omissions . 	NAN	NAN	NAN	0.1	NAN
152	59	To the same effect Hoffmann LJ said section 14 -LRB- 1 -RRB- -LRB- b -RRB- requires that ` one should look at the way the plaintiff puts his case , distil what he is complaining about and ask whether he had in broad terms knowledge of the facts on which that complaint is based ' : Broadley v Guy Clapham & Co -LSB- 1993 -RSB- 4 Med LR 328 , 333 . 	NAN	NAN	NAN	0.1	NAN
152	60	11 . 	NAN	NAN	NAN	0.1	NAN
152	61	A similar approach is applicable to the expression ` attributable ' in section 14A -LRB- 8 -RRB- -LRB- a -RRB- . 	NAN	NAN	NAN	0.1	NAN
