12	0	https://publications.parliament.uk/pa/ld200001/ldjudgmt/jd010208/presto-1.htm 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	1	------------- NEW JUDGE --------------- 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	2	LORD SLYNN OF HADLEY 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	3	My Lords , 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	4	1 . 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	5	These appeals are brought by part-time workers to challenge the compatibility in relation to their employment of sections 2 -LRB- 4 -RRB- and 2 -LRB- 5 -RRB- of the Equal Pay Act 1970 -LRB- as amended by section 8 -LRB- 6 -RRB- of and paragraph 6 -LRB- 1 -RRB- of Part I of Schedule 1 to the Sex Discrimination Act 1975 -RRB- , section 2 -LRB- 5 -RRB- being read with effect from 6 April 1978 with regulation 12 of the Occupational Pension Schemes -LRB- Equal Access to Membership -RRB- Regulations 1976 -LRB- SI 1976 No 142 -RRB- . 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	6	Those provisions are as follows . 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	7	Section 2 : '' -LRB- 4 -RRB- No claim in respect of the operation of an equality clause relating to a woman 's employment shall be referred to an industrial tribunal . 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	8	. 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	9	. 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	10	if she has not been employed in the employment within the six months preceding the date of the reference . 	NAN	NAN	NAN	0	lord clyde, lord slynn
12	11	-LRB- 5 -RRB- A woman shall not be entitled , in proceedings brought in respect of a failure to comply with an equality clause -LRB- including proceedings before an industrial tribunal -RRB- , to be awarded any payment by way of arrears of remuneration or damages in respect of a time earlier than two years before the date on which the proceedings were instituted . '' 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	12	Regulation 12 : '' -LRB- 1 -RRB- The Equal Pay Act shall be so modified as to provide that where a court or an industrial tribunal finds that there has been a breach of a term in a contract of employment which has been included in the contract , or modified , by virtue of an equality clause and which relates to membership of a scheme , or where it makes an order declaring the right of an employee to admission to membership of a scheme in pursuance of the equal access requirements , it may declare that the employee has a right to be admitted to the scheme in question with effect from such date -LRB- ` the deemed entry date ' -RRB- as it may specify , not being earlier than whichever is the later of the following dates , namely - -LRB- a -RRB- 6 April 1978 ; and -LRB- b -RRB- the date two years before the institution of the proceedings in which the order was made . '' 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	13	Article 119 of the EC Treaty -LRB- OJ 1992 C 224 , p 6 -RRB- provides : `` Each Member State shall maintain the application of the principle that men and women should receive equal pay for equal work . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	14	For the purpose of this article , ` pay ' means the ordinary basic or minimum wage or salary and any other consideration , whether in cash or in kind , which the worker receives , directly or indirectly , in respect of his employment , from his employer . '' 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	15	2 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	16	The facts of the cases are set out in my speech on 5 February 1998 -LSB- 1998 -RSB- 1 WLR 280 , 283 et seq to which I refer . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	17	Your Lordships asked a number of questions of the European Court of Justice pursuant to article 177 of the EC Treaty , to which that Court -LRB- Case C-78 / 98 -RRB- -LSB- 2000 -RSB- ICR 961 replied in its judgment delivered on 16 May 2000 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	18	3 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	19	The Court in that judgment , at pp 995-996 , para 31 , referred to its decision in Rewe-Zentralfinanz eG v Landwirtschaftskammer fur das Saarland -LRB- Case 33/76 -RRB- -LSB- 1976 -RSB- ECR 1989 , 1997 , para 5 that `` in the absence of Community rules on this subject , it is for the domestic legal system of each member state . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	20	. 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	21	. 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	22	to determine the procedural conditions governing actions at law intended to ensure the protection of the rights which citizens have from the direct effect of Community law . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	23	. 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	24	. '' 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	25	4 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	26	However , where reliance is placed on the performance of domestic procedural conditions those conditions must not be such as to make the enforcement of Community law rights impossible in practice and they must not be less favourable than those applying to a similar claim of a domestic nature . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	27	5 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	28	It is in the light of the Court 's judgment in the present case that the issues on the appeal must now be decided . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	29	Effectiveness - section 2 -LRB- 4 -RRB- 6 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	30	The first question posed asked -LRB- in part -LRB- a -RRB- -RRB- whether the requirement of section 2 -LRB- 4 -RRB- that a claim could only be referred to an Industrial Tribunal if a woman had been employed in the employment within the six months preceding the date of reference meant that it was excessively difficult or impossible in practice for rights under article 119 to be exercised . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	31	The Court said that it was settled case law that the fixing of reasonable limitation periods for bringing proceedings satisfied the Community law principle of effectiveness in that it constituted an application of the fundamental principle of legal certainty . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	32	7 . 	NAN	NAN	NAN	0.1	lord clyde, lord slynn
12	33	Accordingly in paragraph 34 of its judgment , at p 996 , the Court ruled that a limitation period of six months `` can not be regarded as constituting an obstacle to obtaining the payment of sums to which , albeit not yet payable , the claimants are entitled under article 119 of the Treaty . 	NAN	NAN	NAN	0.2	lord clyde, lord slynn
