2.47	24	1	0	0.5	NONE	[2002] UKHL 47	<new-case>	NONE	bingham+hutton	NONE	NONE	0	0	0	0	1	0
2.47	24	2	1	0.5	bingham	LORD BINGHAM OF CORNHILL	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.47	24	3	2	0.5	bingham	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	5	3	1	bingham	The issue which arises on these appeals is agreed to be	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	5	4	1.5	bingham	""" whether section 1 ( 1 ) of the Murder ( Abolition of Death Penalty ) Act 1965 is incompatible with :"	FRAMING	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.47	24	5	5	1.5	bingham	( 1 ) article 3 of the European Convention on Human Rights ( on the grounds that the mandatory life sentence for murder is arbitrary and/or disproportionate ) ; and/or	FRAMING	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.47	24	5	6	1.5	bingham	"( 2 ) article 5 of the European Convention on Human Rights ( on the grounds that the mandatory life sentence for murder is arbitrary ) . """	FRAMING	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.47	24	7	7	2	bingham	Section 1 ( 1 ) of the 1965 Act provides that those convicted of murder committed as adults should be sentenced to imprisonment for life .	BACKGROUND	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.47	24	8	8	2	bingham	The thrust of the appellants ' case can be shortly summarised : section 1 ( 1 ) is arbitrary and disproportionate because it requires the same life sentence to be passed on all convicted murderers , whatever the facts of the case or the circumstances of the offender , and irrespective of whether they are thought to present a danger to the public or not .	PROCEEDINGS	2	NONE	NONE	NONE	1	0	0	0	0	0
2.47	24	9	9	2	bingham	The Court of Appeal rejected the appellants ' case and they now challenge that decision : [ 2002 ] QB 296 ; [ 2001 ] EWHC Admin 294 .	PROCEEDINGS	2	NONE	NONE	NONE	0	0	1	0	1	0
2.47	24	11	10	3	bingham	In January 1990 Ms Lichniak , who was 29 , lived with a man named Thomas , with whom she had had 4 children , 2 of them very young .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	12	11	3	bingham	On the occasion in question Thomas used her to go with him in his car to a public house to challenge a man with whom he had had a quarrel .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	13	12	3	bingham	She took a large carving knife from the car and while the two men were grappling with each other she fatally stabbed the deceased .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	14	13	3	bingham	Thomas was charged with her but acquitted on the basis that he had not been party to a joint enterprise .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	15	14	3	bingham	She claimed that her responsibility had been diminished at the time of the incident , but the jury rejected this defence .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	16	15	3	bingham	The trial judge ( Ognall J ) thought this a right decision , but found that she had been in a state of chronic anxiety stress induced in part by the demands of her children and her stormy relationship with Thomas .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.47	24	17	16	3	bingham	The judge thought that she had become highly emotional on this occasion , and took the knife and killed on an impulse .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	18	17	3	bingham	The judge reported to the Home Secretary :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	18	18	3.5	bingham	""" She has no previous convictions , and I do not believe that upon release she is likely to commit offences of a kind making her a public danger "" ."	PROCEEDINGS	2	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	20	19	4	bingham	The judge advised that Ms Lichniak be detained for 10 - 12 years to meet the requirements of retribution and general deterrence .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	21	20	4	bingham	The Lord Chief Justice suggested a minimum of 10 years , but observed that the risk factor could not be discounted .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.47	24	22	21	4	bingham	The Home Secretary in April 1997 set a tariff of 11 years .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	23	22	4	bingham	She was released on licence in July 2001 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	25	23	5	bingham	In October 1996 Mr Pyrah , who was aged 41 , was in a residential area with friends following an evening during which he had drunk heavily .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	26	24	5	bingham	He heard and saw in the street a fracas involving a woman being assaulted by a man .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	27	25	5	bingham	The woman was pushed to the ground .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	28	26	5	bingham	There was medical evidence that he had a particular sensitivity to such a situation because , as a child , he had witnessed his mother being treated violently .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	29	27	5	bingham	Upon seeing the fracas he approached the woman 's assailant , punched him and knocked him to the ground , and there kicked his head .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	30	28	5	bingham	This first kick was described as being like a rugby penalty kick .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	31	29	5	bingham	It proved fatal .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	32	30	5	bingham	The trial judge ( Smedley J ) regarded the incident as a tragic event and when advising the Home Secretary drew attention to Mr Pyrah 's good record and young family .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.47	24	33	31	5	bingham	He continued :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	33	32	5.5	bingham	""" In my view , he does not present any danger to the community and there is no likelihood of him re-offending ... """	PROCEEDINGS	2	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	34	33	6	bingham	Having seen Mr Pyrah in the dock and the witness box , the judge considered that a prison term well below the norm would be sufficient in this case and recommended a term of 10 years .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	35	34	6	bingham	The Lord Chief Justice agreed that a term significantly below the norm was indicated and was of the opinion that , on the exceptional facts , a term of 8 - 9 years would meet the requirements of retribution and general deterrence .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.47	24	36	35	6	bingham	The Home Secretary , after a delay of nearly 2 years , set a tariff term of 8 years .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	38	36	7	bingham	The nature and operation of the mandatory life sentence passed on convicted murderers ( by which I mean adults convicted of murder in England and Wales ) have been fully described in the opinions of the House in R ( Anderson ) v Secretary of State for the Home Department [ 2002 ] UKHL 46 , in which the appeal was heard at the same time as the present appeals and in which judgment is also being given at the same time .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.47	24	39	37	7	bingham	I shall treat the opinions of the House in that appeal as read into this opinion , to the extent that they are relevant , and I shall take the conclusions of the House in that appeal as my starting point in these .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	41	38	8	bingham	"If the House had concluded that on imposition of a mandatory life sentence for murder the convicted murderer forfeited his liberty to the state for the rest of his days , to remain in custody until ( if ever ) the Home Secretary concluded that the public interest would be better served by his release than by his continued detention , I would have little doubt that such a sentence would be found to violate articles 3 and 5 of the European Convention on Human Rights ( "" the convention "" ) as being arbitrary and disproportionate ."	FRAMING	NONE	NONE	NONE	NONE	0	1	0	0	0	0
2.47	24	42	39	8	bingham	But Anderson , following earlier authority , makes plain that such is not the effect of the sentence .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	43	40	8	bingham	It is a sentence partly punitive , partly preventative .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	44	41	8	bingham	The punitive element is represented by the tariff term , imposed as punishment for the serious crime which the convicted murderer has committed .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	45	42	8	bingham	The preventative element is represented by the power to continue to detain the convicted murderer in prison unless and until the Parole Board , an independent body , considers it safe to release him , and also by the power to recall to prison a convicted murderer who has been released if it is judged necessary to recall him for the protection of the public .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	46	43	8	bingham	It is a sentence so characterised that the appellants must attack if their appeals are to succeed .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	48	44	9	bingham	In presenting his argument for the appellants Mr Edward Fitzgerald QC did not , as in Anderson , attack the role of the executive in the imposition and implementation of mandatory life sentences .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	49	45	9	bingham	Since , in the case of both appellants , the Home Secretary had fixed the tariff term within the bracket recommended by the judges , this line of attack could scarcely have advanced the appellants ' interests .	FRAMING	6	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	50	46	9	bingham	Instead , Mr Fitzgerald based his argument on the one striking feature common to both their cases : that in each of them the trial judge had concluded that the appellant was not at all likely on release to present any danger to the public .	PROCEEDINGS	2	NONE	NONE	NONE	0	0	0	0	0	0
2.47	24	51	47	9	bingham	Had the judges enjoyed any discretion it was very unlikely that either would have imposed a life sentence ( see Attorney-General 's Reference ( No 32 of 1996 ) ( R v Whittaker ) [ 1997 ] 1 Cr App R ( S ) 261 ; R v Chapman [ 2000 ] 1 Cr App R 77 ) .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	1	1	0
