1.63	23	1	0	0.5	NONE	[2001] UKHL 63	<new-case>	NONE	scott	NONE	NONE	0	0	0	0	1	0
1.63	23	2	1	0.5	irvine	LORD IRVINE OF LAIRG LC	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.63	23	3	2	0.5	irvine	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	5	3	1	irvine	I have had the advantage of reading in draft the speeches of Lord Scott of Foscote and Lord Millett .	TEXTUAL	NONE	NONE	NONE	millett+scott	0	0	0	0	0	1
1.63	23	6	4	1	irvine	"I would have contented myself with deciding that this appeal should be dismissed for the reasons given by the former , but for the fact that , unlike my Lord , I found attractive both prior to the appeal , and in the course of argument , the "" distributive construction "" fully elucidated by Lord Millett ."	DISPOSAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.63	23	7	5	1	irvine	Nonetheless , I have on balance concluded that the better view is that favoured by Lord Scott of Foscote .	DISPOSAL	19	scott	NONE	NONE	0	0	0	0	0	1
1.63	23	8	6	1	irvine	I too therefore agree that the appeal should be dismissed .	DISPOSAL	19	NONE	3	NONE	0	0	0	0	0	0
1.63	23	10	7	1.5	hutton	LORD HUTTON	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.63	23	11	8	1.5	hutton	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	13	9	2	hutton	I have had the advantage of reading in draft the speeches of my noble and learned friends Lord Millett , Lord Scott of Foscote and Lord Rodger of Earlsferry .	TEXTUAL	NONE	NONE	NONE	millett+rodger+scott	0	0	0	0	0	1
1.63	23	14	10	2	hutton	It is not in dispute that the relevant provisions in the mortgage can be construed , as they were by the Court of Appeal , as imposing an obligation on Mr Alan Gold jointly with Mr Martin , but also severally , to pay to the bank not only monies advanced to the two of them jointly , but also monies advanced to Mr Martin alone for purposes which had no connection with Mr Gold .	FRAMING	2	NONE	NONE	NONE	0	0	1	0	0	0
1.63	23	16	11	3	hutton	Lord Millett has set out in his speech the reasons why a distributive construction could be adopted but for the reasons stated by Lord Scott and Lord Rodger I consider that the construction adopted by the Court of Appeal was correct and should be upheld .	DISPOSAL	3	NONE	NONE	NONE	0	0	1	0	0	1
1.63	23	18	12	4	hutton	I would add one further observation .	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	19	13	4	hutton	It is a general rule in the construction of deeds that the intention of the parties is to be ascertained from the words used in the deed and that , with certain limited exceptions , extrinsic evidence cannot be given to show the real intention of the parties .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	20	14	4	hutton	On occasions this rule may lead to the actual intention of the parties being defeated but the rule is applied to ensure certainty in legal affairs .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	21	15	4	hutton	In Mallan v May ( 1844 ) 13 M & W 511 , 517 Pollock CB stated :	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
1.63	23	21	16	4.5	hutton	""" We must apply the ordinary rules of construction to this instrument ; and though , by so doing , we may , in some instances , probably in this , defeat the real intention of the parties , such a course tends to establish a greater degree of certainty in the administration of the law . """	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	23	17	5	hutton	However , whilst in the present case it would not have been permissible in construing the mortgage deed to take into account extrinsic evidence of the intention of the parties , I note with some satisfaction that it is apparent that the construction given to the mortgage by Lord Scott and Lord Rodger does not defeat the real intention of the parties .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.63	23	24	18	5	hutton	It is clear from the passage in the judgment of Jacob J on the non est factum point set out by Lord Scott in his speech that Mr Howard Gold , Mr Alan Gold 's solicitor upon whom he entirely relied , fully understood that the deed had the effect for which the bank contends and Jacob J added :	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.63	23	24	19	5	hutton	""" He [ Howard ] had even ensured that such a clause did not apply when he and Alan gave supporting security for Mr Martin 's nursing home project . """	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	26	20	6	hutton	Accordingly I would dismiss the appeal .	DISPOSAL	19	NONE	3	NONE	0	0	0	0	0	0
1.63	23	28	21	6.5	millett	LORD MILLETT	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.63	23	29	22	6.5	millett	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	31	23	7	millett	Your Lordships are concerned with the application of an interpretation clause contained in a standard form .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	32	24	7	millett	Both features are significant .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	33	25	7	millett	A standard form is designed for use in a wide variety of different circumstances .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	34	26	7	millett	It is not context-specific .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	35	27	7	millett	Its value would be much diminished if it could not be relied upon as having the same meaning on all occasions .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	36	28	7	millett	Accordingly the relevance of the factual background of a particular case to its interpretation is necessarily limited .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	37	29	7	millett	The danger , of course , is that a standard form may be employed in circumstances for which it was not designed .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	38	30	7	millett	Unless the context in a particular case shows that this has happened , however , the interpretation of the form ought not to be affected by the factual background .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	40	31	8	millett	The fact that the question concerns the application of an interpretation clause is also significant .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	41	32	8	millett	The purpose of such a clause is twofold .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	42	33	8	millett	It shortens the drafting and avoids unnecessary repetition ; and it enables the form to be used in a variety of different situations .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	43	34	8	millett	It is not the purpose of such a clause to enlarge the parties ' rights and obligations beyond those provided by the operative provisions by imposing , for example , a secondary liability as surety in addition to a primary liability as principal debtor .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	44	35	8	millett	The application of such a clause is not merely a question of construction .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	45	36	8	millett	If it is capable of being applied to the operative provisions in more than one way , it should be applied in a way which serves its purpose rather than in a way which extends the parties ' obligations beyond those contemplated by the operative provisions .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	46	37	8	millett	Of course , an interpretation clause may have this effect ; but if so it should do so plainly and unambiguously .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	48	38	9	millett	"The form which your Lordships are called upon to construe ( "" the joint mortgage "" ) is drafted for the case of a single mortgagor and employs an interpretation clause to adapt it for use where there are two or more mortgagors ."	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	49	39	9	millett	It is commonly used in cases where the mortgagors are husband and wife who are mortgaging the matrimonial home , where it is unlikely to give rise to difficulty ; but it may be used in other cases also where its use is more problematical .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	50	40	9	millett	In the present case the mortgagors were partners who carried on a business in partnership together and each of whom also carried on his own separate business .	FACT	1	NONE	NONE	NONE	0	0	0	0	0	0
1.63	23	51	41	9	millett	The bank advanced money to the mortgagors jointly , and also to each of them separately .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
