1.43	6	1	0	0.5	NONE	[2001] UKHL 43	<new-case>	NONE	NONE	NONE	NONE	0	0	0	0	1	0
1.43	6	2	1	0.5	irvine	LORD IRVINE OF LAIRG L.C.	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.43	6	3	2	0.5	irvine	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	5	3	1	irvine	I have had the advantage of reading in draft the comprehensive judgment of my noble and learned friend , Lord Millett .	TEXTUAL	NONE	NONE	NONE	millett	0	0	0	0	0	1
1.43	6	6	4	1	irvine	I adopt his analysis of the facts , the relevant legislative histories and the authorities ; and also the orders he proposes .	DISPOSAL	18	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	8	5	2	irvine	"This appeal concerns the words , "" a dwelling-house ... ... ... ."	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	9	6	2	irvine	"let as a separate dwelling "" in section 1 of the Housing Act 1988 ."	FRAMING	NONE	NONE	NONE	NONE	1	1	0	0	0	0
1.43	6	10	7	2	irvine	A single room , as part of a house , may be a dwelling-house ; and on this appeal there is no issue of shared accommodation or facilities .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	11	8	2	irvine	"The key issue is : whether the room which Mr Collins occupied , in the Viscount Hotel , Prince of Wales Terrace , Kensington , when proceedings were brought , could in law qualify as a "" dwelling "" only if cooking facilities were there available ."	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	12	9	2	irvine	Unless constrained to the contrary by authority , I would impose no such restrictive interpretation .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	13	10	2	irvine	Such a restrictive interpretation would both be unwarranted by the statutory language and an inappropriate gloss on provisions designed to give some protection to tenants in modest rented accommodation under assured tenancies .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	15	11	3	irvine	""" Dwelling "" is not a term of art , but a familiar word in the English language , which in my judgment in this context connotes a place where one lives , regarding and treating it as home ."	FRAMING	1	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	16	12	3	irvine	"Such a place does not cease to be a "" dwelling "" merely because one takes all or some of one 's meals out ; or brings take-away food in to the exclusion of home cooking ; or at times prepares some food for consumption on heating devices falling short of a full cooking facility ."	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	18	13	4	irvine	Decisions on the infinite factual variety of cases are for judges of trial and their decisions on the facts of individual cases should neither be treated nor cited as propositions of law .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	19	14	4	irvine	"I would not myself , for example , regard a bed , any more than cooking facilities , as an essential pre-requisite of a "" dwelling "" : every case is for the judge of trial but I would have no difficulty with a conclusion that one could live in a room , which is regarded and treated as home , although taking one 's sleep , without the luxury of a bed , in an armchair , or in blankets on the floor ."	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	21	15	5	irvine	For these short reasons , along with those of Lord Bingham and Lord Steyn , I too would allow the appeal and make the orders my noble friend , Lord Millet , proposes .	DISPOSAL	18	bingham+self+steyn	3	NONE	0	0	0	0	0	1
1.43	6	23	16	5.5	bingham	LORD BINGHAM OF CORNHILL	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
1.43	6	24	17	5.5	bingham	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	26	18	6	bingham	I gratefully adopt the factual narrative given by my noble and learned friend Lord Millett , and also his summary of the relevant legislation and authorities .	TEXTUAL	18	NONE	NONE	NONE	0	0	0	0	0	1
1.43	6	28	19	7	bingham	Section 1 of the Housing Act 1988 , which the House must construe , has a very long pedigree .	BACKGROUND	NONE	NONE	NONE	NONE	1	1	0	0	0	0
1.43	6	29	20	7	bingham	For present purposes it poses two central questions .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	30	21	7	bingham	The first is whether the landlord has granted a tenancy of the premises in question or merely a licence to occupy them .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	31	22	7	bingham	That was a live question in the present case but one which , if relevant when the second question had been answered , would have had to be remitted to the county court .	FRAMING	NONE	NONE	NONE	NONE	0	0	1	0	0	0
1.43	6	32	23	7	bingham	The second question is whether , if a tenancy be assumed , the premises which were let are a dwelling-house .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	34	24	8	bingham	"Much of the case law on this section and its predecessors has been directed to the requirement that the premises be let as a "" separate "" dwelling : see , in particular , Neale v Del Soto [ 1945 ] KB 144 ; Cole v Harris [ 1945 ] KB 474 ; Kenyon v Walker [ 1946 ] 2 All ER 595 ;"	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
1.43	6	34	25	8	bingham	Winters v Dance [ 1949 ] LJR 165 ; Baker v Turner [ 1950 ] AC 401 ; Hayward v Marshall [ 1952 ] 2 QB 89 ; Goodrich v Paisner [ 1957 ] AC 65 ; Marsh Ltd v Cooper [ 1969 ] 1 WLR 803 ; Parkins v Westminster City Council [ 1998 ] 1 EGLR 22 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
1.43	6	35	26	8	bingham	In these cases some space or facility was ( or was said to be ) enjoyed in common between the tenant and another or others , and the question was whether that which was enjoyed in common was of such a character or of such significance as to preclude description of what was let as a separate dwelling .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	36	27	8	bingham	In this context , distinctions were understandably and rightly drawn between living rooms , such as bedrooms and kitchens , and ancillary offices , such as bathrooms and lavatories : common enjoyment of the former but not the latter tended to weigh against recognition of the premises let as a separate dwelling .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	38	28	9	bingham	None of these problems arises here .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
1.43	6	39	29	9	bingham	It is accepted ( rightly , on the long-standing authority of Curl v Angelo [ 1948 ] 2 All ER 189 ) that a single room may be a dwelling-house .	FRAMING	1	NONE	NONE	NONE	0	0	0	1	1	0
