2.41	34	1	0	0.5	NONE	[2002] UKHL 41	<new-case>	NONE	slynn	NONE	NONE	0	0	0	0	1	0
2.41	34	2	1	0.5	nicholls	LORD NICHOLLS OF BIRKENHEAD	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.41	34	3	2	0.5	nicholls	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	5	3	1	nicholls	I have had the advantage of reading in draft the speech of my noble and learned friend Lord Slynn of Hadley .	TEXTUAL	NONE	NONE	NONE	slynn	0	0	0	0	0	1
2.41	34	6	4	1	nicholls	For the reasons he gives , with which I agree , I too would dismiss this appeal .	DISPOSAL	15	slynn	3	NONE	0	0	0	0	0	0
2.41	34	8	5	1.5	mustill	LORD MUSTILL	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.41	34	9	6	1.5	mustill	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	11	7	2	mustill	I have had the advantage of reading in draft the speech of my noble and learned friend Lord Slynn of Hadley .	TEXTUAL	NONE	NONE	NONE	slynn	0	0	0	0	0	1
2.41	34	12	8	2	mustill	I agree with it and for the reasons which he gives I too would dismiss this appeal .	DISPOSAL	15	slynn	3	NONE	0	0	0	0	0	0
2.41	34	14	9	2.5	slynn	LORD SLYNN OF HADLEY	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.41	34	15	10	2.5	slynn	My Lords ,	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	17	11	3	slynn	This appeal raises issues as to whether the four claimants were unlawfully detained after they came to this country seeking asylum .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	18	12	3	slynn	They are all Kurdish Iraqis who left the Kurdish Autonomous Region in northern Iraq .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	19	13	3	slynn	They claim for various reasons that they could not safely remain or return to Iraq because of the risks to them of persecution , respectively from the Patriotic Union of Kurdestan , from the Iraqi Government or from the Islamic Movement of Iraqi Kurdestan .	FACT	NONE	NONE	NONE	NONE	0	1	0	0	0	0
2.41	34	20	14	3	slynn	They were all detained at the Oakington Reception Centre .	FACT	3	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	22	15	4	slynn	There are differences between their cases .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	23	16	4	slynn	Thus Dr Saadi flew into Heathrow and on three occasions between 30 December 2000 and 2 January 2001 was granted temporary admission on conditions as to reporting with which he complied before on 2 January 2001 he was sent to the Oakington Reception Centre .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	24	17	4	slynn	The other three claimants arrived at Dover concealed in the back of a lorry - Mr Maged on 6 December 2000 when he claimed asylum on arrival at Dover but he was detained as an illegal entrant and transferred to Oakington .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	25	18	4	slynn	Mr Osman arrived on 4 December 2000 .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	26	19	4	slynn	He asked for asylum at the Immigration and Nationality Directorate in Croydon but was declared to be an illegal immigrant and sent to Oakington .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	27	20	4	slynn	Mr Mohammed also arrived at Dover concealed in a lorry on 4 December 2000 when he claimed asylum at a police station .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	28	21	4	slynn	He was directed to the Croydon Directorate where on 5 December 2000 he was determined to be an illegal entrant and sent to Oakington .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	30	22	5	slynn	Subsequent to going to Oakington Dr Saadi on 8 January 2001 was refused asylum but was released on temporary admission on 9 January pending an appeal .	FACT	4	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	31	23	5	slynn	His appeal was allowed by an adjudicator but that decision was reversed by the Immigration Appeal Tribunal and his case was sent for re-hearing .	FACT	NONE	NONE	NONE	NONE	0	0	1	0	0	0
2.41	34	32	24	5	slynn	Mr Maged was refused asylum on 16 December 2000 but released on temporary admission pending an appeal .	FACT	4	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	33	25	5	slynn	His appeal was successful and he was granted asylum .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	34	26	5	slynn	Mr Osman was refused asylum on 11 December 2000 but was released on temporary admission pending an appeal which is not yet determined .	FACT	4	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	35	27	5	slynn	Mr Mohammed , having been refused asylum on 11 December 2000 , was released on temporary admission on 13 December pending an appeal which was successful on 24 April 2001 .	FACT	4	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	36	28	5	slynn	Like Mr Maged he now has refugee status .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	38	29	6	slynn	Dr Saadi was thus actually detained at Oakington from 2 to 9 January ( 7 days ) ; Mr Maged from 6 December to 16 December ( 10 days ) ; Mr Osman from 4 December to 12 December ( 8 days ) and Mr Mohammed from 5 December to 13 December ( 8 days ) .	FACT	3	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	40	30	7	slynn	They all complained of the illegality of their detention at the Oakington Reception Centre .	PROCEEDINGS	5	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	41	31	7	slynn	Collins J. held that the detention of all the appellants at Oakington was unlawful .	PROCEEDINGS	2	NONE	NONE	NONE	0	0	0	0	0	1
2.41	34	42	32	7	slynn	The Court of Appeal unanimously reversed that decision : see [ 2002 ] 1 WLR 356 .	PROCEEDINGS	2	NONE	NONE	NONE	0	0	1	0	1	0
2.41	34	44	33	8	slynn	The Immigration Act 1971 in Schedule 2 contains detailed administrative provisions as to the control of persons seeking to enter the United Kingdom .	BACKGROUND	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.41	34	45	34	8	slynn	In particular by paragraph 2 of the Schedule , immigration officers may examine persons who have arrived there to determine inter alia whether they have leave to enter or whether they should be given or refused leave to enter .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	46	35	8	slynn	By paragraph 16 of the Schedule :	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	46	36	8.5	slynn	""" ( 1 ) ..."	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.41	34	46	37	8.5	slynn	"A person who may be required to submit to examination under paragraph 2 above may be detained under the authority of an immigration officer pending his examination and pending a decision to give or refuse him leave to enter . """	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
